"Kods","Nosaukums","Apraksts","Vecāks"
"713","Krāsotāji, būvju konstrukciju tīrītāji un tiem radniecīgu profesiju strādnieki"," PROFESIJU MAZĀ GRUPA""713 Krāsotāji, būvju konstrukciju tīrītāji un tiem radniecīgu profesiju strādnieki""Mazās grupas ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"" profesijās nodarbinātie izgatavo veidnes un serdeņus metālliešanai, metina un griež metālu ar gāzes liesmas vai elektrisko loku, velmē, izgatavo, montē un remontē metāla lokšņu izstrādājumus vai to daļas, gatavo biezas metāla plāksnes un montē tās karkasos un konstrukcijās, uzstāda un apkalpo celtņus, funikulierus un urbšanas iekārtas.Mazās grupas ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""7211 Metāllējēji un veidņu izgatavotāji"";atsevišķā grupa ""7212 Metinātāji un griezēji"";atsevišķā grupa ""7213 Valcētāji un skārdnieki"";atsevišķā grupa ""7214 Metāla konstrukciju sagatavotāji un montētāji"";atsevišķā grupa ""7215 Takelētāji"".Mazās grupas ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"" un minēto atsevišķo grupu profesijām atbilstošās kvalifikācijas pamatprasības:zina: darbā izmantojamo tehnisko līdzekļu darbības principus un lietošanas noteikumus, savstarpēji saistīto darba procesu izpildes secību, to racionālu organizāciju, darba režīmus, nozares terminoloģiju, ar nozari saistītos tiesību aktus un standartus, darba un vides aizsardzības normatīvo aktu prasības, darba tiesisko attiecību normas, profesionālās ētikas pamatprincipus un uzvedības normas;prot: izmantot praksē teorētiskās zināšanas un tās nepārtraukti papildināt, izmantot informācijas tehnoloģijas, pašizglītoties, pilnveidot profesionālās prasmes un iemaņas;atbild: par savas profesionālās darbības rezultātiem, par veikto pamatuzdevumu izpildes norisi un radītajām sekām, par paša pieņemtajiem lēmumiem, par uzticētajiem darba līdzekļiem un priekšmetiem, par citu savā darbībā skarto personu drošību, par darba aizsardzības instrukciju un darba disciplīnas ievērošanu;izglītība: pamata vai vidējās pakāpes profesionālā izglītība, arodizglītība.","71"
"7131","Krāsotāji un tiem radniecīgu profesiju strādnieki"," PROFESIJU ATSEVIŠĶĀ GRUPA""7131 Krāsotāji un tiem radniecīgu profesiju strādnieki""Atsevišķās grupas ""7131 Krāsotāji un tiem radniecīgu profesiju strādnieki"" profesijās nodarbinātie sagatavo un krāso ēku sienas un citas konstrukcijas vai aplīmē tās ar tapetēm, zīdu un citu materiālu.Atsevišķās grupas ""7131 Krāsotāji un tiem radniecīgu profesiju strādnieki"" profesijas un atbilstoši pamatuzdevumi:– sagatavot virsmas krāsošanas darbiem; krāsot ēku sienas un citas konstrukcijas; līmēt tapetes un citus materiālus.","713"
"7131 01","KRĀSOTĀJS","","7131"
"7131 02","BALSINĀTĀJS","","7131"
"7131 03","Tapešu LĪMĒTĀJS","","7131"
"7132","Apsmidzinātāji un lakotāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""7132 Apsmidzinātāji un lakotāji""Atsevišķās grupas ""7132 Apsmidzinātāji un lakotāji"" profesijās nodarbinātie krāso un lako transportlīdzekļus, metāla un koka izstrādājumus, strādā ar smidzinātājiem, tonē stikla izstrādājumus.Atsevišķās grupas ""7132 Apsmidzinātāji un lakotāji"" profesijas un atbilstoši pamatuzdevumi:– sagatavot virsmas krāsošanas un lakošanas darbiem, krāsot transportlīdzekļus; krāsot, lakot metāla un citus izstrādājumus; tonēt stikla izstrādājumus.","713"
"7132 01","Transportlīdzekļu KRĀSOTĀJS","","7132"
"7132 02","LAKOTĀJS","","7132"
"7132 03","TONĒTĀJS","","7132"
"7133","Būvju konstrukciju tīrītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""7133 Būvju konstrukciju tīrītāji""Atsevišķās grupas ""7133 Būvju konstrukciju tīrītāji"" profesijās nodarbinātie tīra akmens, ķieģeļu un metāla virsmas ar ķimikālijām, tvaiku, ūdens strūklu un citiem līdzekļiem.Atsevišķās grupas ""7133 Būvju konstrukciju tīrītāji"" profesijas un atbilstoši pamatuzdevumi:– tīrīt dažādas būvju, konstrukciju virsmas, izmantojot ķīmiskos un citus tīrīšanas līdzekļus.","713"
"7133 01","Būvju TĪRĪTĀJS","","7133"
"7133 02","Konstrukciju TĪRĪTĀJS","","7133"
"7133 03","SKURSTEŅSLAUĶIS","","7133"
"72","Metālapstrādes, mašīnbūves un tām radniecīgu jomu strādnieki","Septītās pamatgrupas apakšgrupas ""72 Metālapstrādes, mašīnbūves un tām radniecīgu jomu strādnieki"" profesijas klasificētas šādās mazajās grupās:mazā grupa ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"";mazā grupa ""722 Kalēji, instrumentu izgatavotāji un tiem radniecīgu profesiju strādnieki"";mazā grupa ""723 Mašīnu mehāniķi un remontatslēdznieki"".","7"
"721","Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"," PROFESIJU MAZĀ GRUPA""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki""Mazās grupas ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"" profesijās nodarbinātie izgatavo veidnes un serdeņus metālliešanai, metina un griež metālu ar gāzes liesmas vai elektrisko loku, velmē, izgatavo, montē un remontē metāla lokšņu izstrādājumus vai to daļas, gatavo biezas metāla plāksnes un montē tās karkasos un konstrukcijās, uzstāda un apkalpo celtņus, funikulierus un urbšanas iekārtas.Mazās grupas ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""7211 Metāllējēji un veidņu izgatavotāji"";atsevišķā grupa ""7212 Metinātāji un griezēji"";atsevišķā grupa ""7213 Valcētāji un skārdnieki"";atsevišķā grupa ""7214 Metāla konstrukciju sagatavotāji un montētāji"";atsevišķā grupa ""7215 Takelētāji"".Mazās grupas ""721 Valcētāji, skārdnieki un metāla konstrukciju montētāji, metāllējēji, metinātāji un tiem radniecīgu profesiju strādnieki"" un minēto atsevišķo grupu profesijām atbilstošās kvalifikācijas pamatprasības:zina: darbā izmantojamo tehnisko līdzekļu darbības principus un lietošanas noteikumus, savstarpēji saistīto darba procesu izpildes secību, to racionālu organizāciju, darba režīmus, nozares terminoloģiju, ar nozari saistītos tiesību aktus un standartus, darba un vides aizsardzības normatīvo aktu prasības, darba tiesisko attiecību normas, profesionālās ētikas pamatprincipus un uzvedības normas;prot: izmantot praksē teorētiskās zināšanas un tās nepārtraukti papildināt, izmantot informācijas tehnoloģijas, pašizglītoties, pilnveidot profesionālās prasmes un iemaņas;atbild: par savas profesionālās darbības rezultātiem, par veikto pamatuzdevumu izpildes norisi un radītajām sekām, par paša pieņemtajiem lēmumiem, par uzticētajiem darba līdzekļiem un priekšmetiem, par citu savā darbībā skarto personu drošību, par darba aizsardzības instrukciju un darba disciplīnas ievērošanu;izglītība: pamata vai vidējās pakāpes profesionālā izglītība, arodizglītība.","72"
"7211","Metālliešanas veidņu izgatavotāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""7211 Metāllējēji un veidņu izgatavotāji""Atsevišķās grupas ""7211 Metālliešanas veidņu izgatavotāji"" profesijās nodarbinātie lej metālu, izgatavo veidnes un serdeņus metālliešanai.Atsevišķās grupas ""7211 Metālliešanas veidņu izgatavotāji"" profesijas un atbilstoši pamatuzdevumi:– liet metālu; izgatavot liešanas veidnes; izgatavot serdeņus; izgatavot logus, durvis un citus līdzīgus izstrādājumus no alumīnija profiliem un citiem materiāliem.","721"
"7211 01","Veidņu IZGATAVOTĀJS","","7211"
"7211 02","Serdeņu IZGATAVOTĀJS","","7211"
"7211 03","Metāllējumu VEIDOTĀJS","","7211"
"7211 04","Metāllējumu APCIRTĒJS","","7211"
"7211 05","Metāllējumu IZSITĒJS","","7211"
"7211 06","METĀLLĒJĒJS","","7211"
"7211 07","Alumīnija logu izgatavošanas OPERATORS","","7211"
"7211 08","Alumīnija logu un metāla durvju izgatavošanas OPERATORS","","7211"
"7212","Metinātāji un griezēji"," PROFESIJU ATSEVIŠĶĀ GRUPA""7212 Metinātāji un griezēji""Atsevišķās grupas ""7212 Metinātāji un griezēji"" profesijās nodarbinātie veic kausēšanas, kontaktmetināšanas, lodēšanas un termiskās griešanas darbus.Atsevišķās grupas ""7212 Metinātāji un griezēji"" profesijas un atbilstoši pamatuzdevumi:– veikt gāzmetināšanas un elektrometināšanas darbus; veikt kontaktmetināšanu; griezt metālu; veikt manuālās metināšanas darbus, izmantojot skābekļa-deggāzes maisījumu; atbilstoši tehniskajiem noteikumiem izgatavot metālizstrādājumus un to konstrukcijas; veikt montāžas, demontāžas un remonta darbus, izmantojot gāzmetināšanas iekārtas, materiālus un tehnoloģiskos paņēmienus; veikt manuālās metināšanas darbus, izmantojot elektrolokmetināšanas iekārtas; veikt montāžas, demontāžas un remonta darbus, izmantojot elektrolokmetināšanas iekārtas, materiālus un tehnoloģiskos paņēmienus; griezt metālu un metāla velmējumus ar gāzes plazmu; alvot un lodēt; veikt līdzīga satura uzdevumus.","721"
"7212 01","GāzMETINĀTĀJS (OAW)","","7212"
"7212 02","LODĒTĀJS","","7212"
"7212 03","KontaktMETINĀTĀJS","","7212"
"7212 04","Rokas lokMETINĀTĀJS (MMA)","","7212"
"7212 05","LokMETINĀTĀJS metināšanā ar mehanizēto iekārtu aktīvās gāzes vidē (MAG)","","7212"
"7212 06","LokMETINĀTĀJS metināšanā ar mehanizēto iekārtu inertās gāzes vidē (MIG)","","7212"
"7212 07","LokMETINĀTĀJS metināšanā ar volframa elektrodu inertās gāzes vidē (TIG)","","7212"
"7212 08","LokMETINĀTĀJS metināšanā ar automātiskām iekārtām","","7212"
"7212 09","LāzerMETINĀTĀJS","","7212"
"7212 10","TermoGRIEZĒJS","","7212"
"7212 11","Plastmasas METINĀTĀJS","","7212"
"7212 12","Metālmateriālu METINĀTĀJS","","7212"
"7212 13","Dzelzceļa METINĀTĀJS","","7212"
"7212 14","Gāzes plazmas GRIEZĒJS","","7212"
"7212 15","Metāla GRIEZĒJS","","7212"
"7212 16","Lodēšanas iekārtu OPERATORS","","7212"
"7213","Valcētāji un skārdnieki"," PROFESIJU ATSEVIŠĶĀ GRUPA""7213 Valcētāji un skārdnieki""Atsevišķās grupas ""7213 Valcētāji un skārdnieki"" profesijās nodarbinātie apstrādā dažādu metālu loksnes un izgatavo no tām dažādus izstrādājumus, veic transportlīdzekļu virsbūvju un to sastāvdaļu nomaiņu, remontu, restaurāciju.Atsevišķās grupas ""7213 Valcētāji un skārdnieki"" profesijas un atbilstoši pamatuzdevumi:– iezīmēt loksnes; izgatavot no skārda sadzīves priekšmetus; izgatavot dažādas skārda detaļas; nomainīt, remontēt, restaurēt transportlīdzekļu virsbūves un to sastāvdaļas.","721"
"7213 01","Skārda VALCĒTĀJS","","7213"
"7213 02","SKĀRDNIEKS","","7213"
"7213 03","Jumtu SKĀRDNIEKS","","7213"
"7213 05","Transportlīdzekļu SKĀRDNIEKS","","7213"
"7213 06","Automobiļu SKĀRDNIEKS","","7213"
"7214","Metāla konstrukciju sagatavotāji un montētāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""7214 Metāla konstrukciju sagatavotāji un montētāji""Atsevišķās grupas ""7214 Metāla konstrukciju sagatavotāji un montētāji"" profesijās nodarbinātie apstrādā un montē smagas metāla detaļas un plāksnes kuģu, tiltu būvniecībā un rūpniecībā.Atsevišķās grupas ""7214 Metāla konstrukciju sagatavotāji un montētāji"" profesijas un atbilstoši pamatuzdevumi:– iezīmēt metāla detaļas; montēt metāla detaļas; sastiprināt metāla detaļas, arī kniedējot; montēt kuģa galveno mehānismu sistēmas – degvielas sistēmas, atdzesēšanas sistēmas, saspiestā gaisa sistēmas, izplūdes gāzu un gaisa padeves sistēmas.","721"
"7214 01","Metāla konstrukciju ATSLĒDZNIEKS","","7214"
"7214 02","Kuģubūves ATSLĒDZNIEKS","","7214"
"7214 03","Kuģu REMONTATSLĒDZNIEKS","","7214"
"7214 06","AIZZĪMĒTĀJS","","7214"
"7214 07","Kuģu cauruļu ATSLĒDZNIEKS","","7214"
"7215","Takelētāji","PROFESIJU ATSEVIŠĶĀ GRUPA""7215 Takelētāji""Atsevišķās grupas ""7215 Takelētāji"" profesijās nodarbinātie nostiprina troses un apkalpo dažādus cēlējmehānismus uz kuģiem, gaisa kuģiem, gāzes un naftas ieguves vietās, trošu ceļos, uz skatuves un citur.Atsevišķās grupas ""7215 Takelētāji"" profesijas un atbilstoši pamatuzdevumi:– montēt dažādus celšanas mehānismus trošu ceļos; novietot un pārvietot dekorācijas uz skatuves un citur, veikt to izkraušanu un iekraušanu; nostiprināt detaļas ar trosēm; montēt kabeļus; vīt troses.","721"
"7215 01","TAKELĒTĀJS","","7215"
"7215 02","Kuģu TAKELĒTĀJS","","7215"
"7215 03","Trošu VIJĒJS","","7215"
"722","Kalēji, instrumentu izgatavotāji un tiem radniecīgu profesiju strādnieki","PROFESIJU MAZĀ GRUPA""722 Kalēji, instrumentu izgatavotāji un tiem radniecīgu profesiju strādnieki""Mazās grupas ""722 Kalēji, instrumentu izgatavotāji un tiem radniecīgu profesiju strādnieki"" profesijās nodarbinātie kaļ, presē, velk dzelzs, tērauda vai cita metāla stiepli, veido stieņus, plāksnes un citus izstrādājumus tehnikas izgatavošanai un remontēšanai, izgatavo un remontē metāla instrumentus, sporta ieročus, štances, atslēgas un citus izstrādājumus, izmantojot rokas instrumentus un precīzas metāla apstrādes mehānismus, uzstāda un regulē precīzas metāla apstrādes darbgaldus, regulē, veic tehnisko apkopi un remontē iekārtas, dzinējus un citus mehānismus.Mazās grupas ""722 Kalēji, instrumentu izgatavotāji un tiem radniecīgu profesiju strādnieki"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""7221 Kalēji un presētāji"";atsevišķā grupa ""7222 Instrumentatslēdznieki un tiem radniecīgu profesiju strādnieki"";atsevišķā grupa ""7223 Metālapstrādes un citu darbgaldu strādnieki un operatori"";atsevišķā grupa ""7224 Metāla pulētāji, slīpētāji un instrumentu asinātāji"".Mazās grupas ""722 Kalēji, instrumentu izgatavotāji un tiem radniecīgu profesiju strādnieki"" un minēto atsevišķo grupu profesijām atbilstošās kvalifikācijas pamatprasības:zina: darbā izmantojamo iekārtu darbības principus, ekspluatācijas, kontroles un apkopes noteikumus, kā arī tehnisko līdzekļu darbības principus un lietošanas noteikumus, savstarpēji saistīto darba procesu izpildes secību, to racionālu organizāciju, darba režīmus, nozares terminoloģiju, ar nozari saistītos tiesību aktus un standartus, darba un vides aizsardzības normatīvo aktu prasības, darba tiesisko attiecību normas, profesionālās ētikas pamatprincipus un uzvedības normas;prot: izmantot praksē teorētiskās zināšanas un tās nepārtraukti papildināt, izmantot informācijas tehnoloģijas, pašizglītoties, pilnveidot profesionālās prasmes un iemaņas;atbild: par savas profesionālās darbības rezultātiem, par veikto pamatuzdevumu izpildes norisi un radītajām sekām, par paša pieņemtajiem lēmumiem, par uzticētajiem darba līdzekļiem un priekšmetiem, par citu savā darbībā skarto personu drošību, par darba aizsardzības instrukciju un darba disciplīnas ievērošanu;izglītība: pamata vai vidējās pakāpes profesionālā izglītība, arodizglītība.","72"
"7221","Kalēji un presētāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""7221 Kalēji un presētāji""Atsevišķās grupas ""7221 Kalēji un presētāji"" profesijās nodarbinātie veido metāla izstrādājumus ar aukstās un karstās kalšanas un presēšanas metodēm, kā arī izmantojot metāla velmēšanu.Atsevišķās grupas ""7221 Kalēji un presētāji"" profesijas un atbilstoši pamatuzdevumi:– kalt, štancēt, presēt metālu; velmēt metālu; veikt metāla termoapstrādi kalšanā, tai skaitā metāla rūdīšanu.","722"
"7221 01","KALĒJS","","7221"
"7221 02","Metāla ŠTANCĒTĀJS","","7221"
"7221 03","Metāla PRESĒTĀJS","","7221"
"7221 04","VELMĒTĀJS","","7221"
"7221 06","TERMISTS","","7221"
"7221 08","VARKALIS","","7221"
"7222","Instrumentatslēdznieki un tiem radniecīgu profesiju strādnieki"," PROFESIJU ATSEVIŠĶĀ GRUPA""7222 Instrumentatslēdznieki un tiem radniecīgu profesiju strādnieki""Atsevišķās grupas ""7222 Instrumentatslēdznieki un tiem radniecīgu profesiju strādnieki"" profesijās nodarbinātie ar rokas un precīzās apstrādes instrumentiem izgatavo un remontē slēdzenes, štances, sporta inventāru un citus izstrādājumus.Atsevišķās grupas ""7222 Instrumentatslēdznieki un tiem radniecīgu profesiju strādnieki"" profesijas un atbilstoši pamatuzdevumi:– izgatavot spiedveidnes; veikt precīzus atslēdznieka darbus; veikt iekārtu un to mezglu tehnisko apkopi, mezglu montāžu, demontāžu un atjaunošanu, izmantojot atslēdznieka instrumentus, iekārtas, materiālus un tehnoloģiskos paņēmienus; izgatavot liešanas presformas; veikt līdzīga satura uzdevumus – darbu ar urbjmašīnu, slīpripām, metāla griešanas šķērēm, kas nepieciešams pamatuzdevumu izpildei.","722"
"7222 01","ATSLĒDZNIEKS","","7222"
"7222 02","Slēdzeņu ATSLĒDZNIEKS","","7222"
"7222 03","Instrumentu ATSLĒDZNIEKS","","7222"
"7222 04","Ieroču ATSLĒDZNIEKS","","7222"
"7223","Metālapstrādes un citu darbgaldu strādnieki un operatori"," PROFESIJU ATSEVIŠĶĀ GRUPA""7223 Metālapstrādes un citu darbgaldu strādnieki un operatori""Atsevišķās grupas ""7223 Metālapstrādes un citu darbgaldu strādnieki un operatori"" profesijās nodarbinātie apkalpo un regulē darbgaldus (arī ar programmvadību), apstrādā metālu un visus materiālus, kas pakļaujas šādai apstrādei, ražo vidējas sarežģītības pakāpes metāla produkciju, izmantojot metālapstrādes tehnoloģiskās līnijas, organizē darba izpildi saskaņā ar darba uzdevumu, ievērojot operāciju secību, sagatavo darbam metālapstrādes tehnoloģiskās līnijas, regulē metālapstrādes tehnoloģisko līniju darba iekārtas, palīgierīces un instrumentus, nodrošina iekārtu un instrumentu darbspēju.Atsevišķās grupas ""7223 Metālapstrādes un citu darbgaldu strādnieki un operatori"" profesijas un atbilstoši pamatuzdevumi:– iestatīt un regulēt dažādus metālapstrādes un citus darbgaldus; veikt dažādus metāla un tamlīdzīgu materiālu apstrādes darbus; organizēt padoto darbinieku darbu; veikt atslēdznieka, virpotāja, frēzētāja uzdevumus; sastādīt vadības programmu; sagatavot darbgaldu darbam; ievadīt, pārbaudīt un rediģēt vadības programmu; veikt darbgalda darba sastāvdaļu un instrumentu regulēšanu; veikt operatora darbu, vadot un uzraugot vienu vai vairākus metālapstrādes darbgaldus – virpas, frēzes, metāla zāģus, ciparu vadības darbgaldus; veikt darbgaldu iestatīšanu atbilstoši tehnoloģiskajam procesam; operatīvi veikt nepieciešamās tehnoloģiskā procesa korekcijas un sniegt tehnisku atbalstu datorizētās ciparu vadības (CNC) metālapstrādes darbgaldu operatoram; atbilstoši darba uzdevumam sagatavot datorizētās ciparu vadības (CNC) darbgaldus, izejmateriālus un instrumentus produkcijas ražošanai; kontrolēt produkcijas kvalitāti; veikt metāla skaidas griešanas un cita veida darbus ar datorizētās ciparu vadības (CNC) metāla apstrādes iekārtām; vadīt un uzraudzīt cauruļu liekšanas iekārtas; izgatavot izstrādājumu karkasus un smago automašīnu virsbūves; sagatavot zāģripas, gaterzāģus un zāģlentes darbam; valcēt, veserot, spriegot, iztaisnot zāģripas un labot zāģripu plātņu defektus; veikt līdzīga satura uzdevumus, kas nepieciešami pamatuzdevumu izpildei.","722"
